CUSTOMER_ID,FIRST_NAME,LAST_NAME,DATE_OF_BIRTH,GENDER,EMAIL,PHONE,ADDRESS,CITY,STATE,ZIP_CODE
CUST1438,William,Davis,1951-01-16,M,william.davis380@example.com,(558)-400-6877,1401 Pine Ave,Miami,NC,86908
CUST1024,Mary,Miller,1964-08-18,M,mary.miller937@example.com,(345)-327-6475,8332 Oak St,Sacramento,IL,88411
CUST1388,Michael,Jones,1962-01-06,F,michael.jones126@example.com,(486)-845-5263,8901 Maple Rd,Atlanta,IL,84182
CUST1136,Elizabeth,Smith,1948-02-17,M,elizabeth.smith575@example.com,(901)-833-4629,4325 Maple Rd,Philadelphia,CA,29250
CUST1405,Robert,Brown,1999-11-21,F,robert.brown128@example.com,(348)-978-6415,7779 Maple Rd,Sacramento,OH,38769
CUST1257,Michael,Davis,1953-04-15,F,michael.davis168@example.com,(511)-488-8715,9042 Maple Rd,New York,NY,41987
CUST1192,James,Johnson,1979-10-19,F,james.johnson549@example.com,(700)-272-3343,5236 Main St,Atlanta,MI,65337
CUST1023,William,Miller,1973-12-31,F,william.miller328@example.com,(307)-371-4549,4297 Oak St,New York,IL,79626
CUST1146,James,Smith,1985-10-04,M,james.smith922@example.com,(696)-211-2341,8507 Pine Ave,Detroit,IL,21344
CUST1448,Michael,Jones,1946-08-18,F,michael.jones809@example.com,(399)-736-7609,5487 Pine Ave,Charlotte,GA,37935
CUST1070,Elizabeth,Miller,1963-07-11,M,elizabeth.miller893@example.com,(285)-449-1390,4530 Cedar Blvd,Columbus,GA,21122
CUST1120,Linda,Johnson,1964-09-09,M,linda.johnson576@example.com,(793)-422-6085,2519 Pine Ave,Austin,NC,76150
CUST1286,James,Davis,1947-04-21,F,james.davis912@example.com,(297)-330-3983,4378 Maple Rd,Columbus,MI,16640
CUST1210,Patricia,Garcia,1987-05-18,M,patricia.garcia821@example.com,(360)-215-9684,9423 Oak St,Columbus,NY,62393
CUST1124,Mary,Miller,1967-05-15,M,mary.miller373@example.com,(615)-807-4810,7306 Maple Rd,Sacramento,IL,72187
CUST1259,William,Davis,1989-09-15,M,william.davis476@example.com,(465)-558-5435,3860 Pine Ave,Detroit,TX,65619
CUST1362,Mary,Jones,1961-06-11,F,mary.jones804@example.com,(784)-598-9056,7611 Maple Rd,Charlotte,IL,55028
CUST1129,Jennifer,Miller,1962-06-16,F,jennifer.miller944@example.com,(425)-352-8878,5790 Maple Rd,Philadelphia,IL,74754
CUST1304,Elizabeth,Johnson,1987-02-11,F,elizabeth.johnson852@example.com,(705)-458-4845,1896 Main St,Atlanta,NY,72483
CUST1487,Elizabeth,Smith,1967-09-02,F,elizabeth.smith518@example.com,(889)-261-8312,8294 Pine Ave,Philadelphia,MI,43660
CUST1348,William,Martinez,1952-10-19,F,william.martinez456@example.com,(809)-466-2640,7590 Pine Ave,Atlanta,NY,98801
CUST1220,Elizabeth,Martinez,1977-09-17,F,elizabeth.martinez636@example.com,(460)-594-1954,9275 Maple Rd,Philadelphia,MI,31754
CUST1151,Robert,Hernandez,1964-12-05,F,robert.hernandez136@example.com,(515)-887-4020,9087 Cedar Blvd,Sacramento,TX,19516
CUST1489,John,Hernandez,1944-05-10,F,john.hernandez965@example.com,(239)-948-2312,9577 Pine Ave,Detroit,CA,75082
CUST1385,William,Martinez,1976-11-28,F,william.martinez290@example.com,(866)-621-5795,6250 Cedar Blvd,Charlotte,GA,59138
CUST1478,Michael,Hernandez,1960-09-13,F,michael.hernandez462@example.com,(636)-869-4998,2503 Oak St,Columbus,TX,97263
CUST1431,James,Martinez,1945-08-26,F,james.martinez322@example.com,(899)-647-2007,5545 Pine Ave,Columbus,NC,97272
CUST1233,Mary,Jones,1953-12-02,F,mary.jones295@example.com,(683)-441-8491,1140 Maple Rd,Philadelphia,CA,83609
CUST1265,Jennifer,Smith,1997-05-14,F,jennifer.smith309@example.com,(505)-469-5799,786 Cedar Blvd,Miami,NY,31427
CUST1087,Michael,Smith,1961-05-23,M,michael.smith178@example.com,(658)-769-4356,8807 Main St,New York,GA,91958
CUST1284,Michael,Brown,1989-11-06,F,michael.brown786@example.com,(283)-221-6658,3878 Main St,Detroit,IL,49214
CUST1315,Robert,Brown,1984-03-03,M,robert.brown552@example.com,(586)-706-8424,1033 Oak St,New York,CA,92711
CUST1156,Mary,Davis,1999-01-14,F,mary.davis756@example.com,(804)-508-9711,8882 Pine Ave,Austin,FL,49110
CUST1101,John,Jones,1955-06-26,F,john.jones477@example.com,(757)-726-4224,1975 Maple Rd,Atlanta,PA,75455
CUST1331,William,Garcia,1953-12-27,M,william.garcia216@example.com,(585)-543-1583,8686 Cedar Blvd,Sacramento,MI,36589
CUST1282,Mary,Garcia,1956-11-06,M,mary.garcia828@example.com,(301)-624-1778,313 Pine Ave,Detroit,GA,53408
CUST1398,William,Garcia,1983-11-10,M,william.garcia813@example.com,(441)-201-7368,2049 Main St,Miami,NC,60069
CUST1444,Michael,Johnson,1982-07-04,M,michael.johnson189@example.com,(885)-321-4041,205 Maple Rd,Sacramento,MI,81626
CUST1441,John,Garcia,1990-06-27,F,john.garcia172@example.com,(558)-422-1552,9007 Oak St,Miami,OH,56163
CUST1428,Patricia,Garcia,1984-11-30,F,patricia.garcia994@example.com,(714)-326-5904,7967 Oak St,Austin,PA,82715
CUST1081,Michael,Martinez,1977-04-08,M,michael.martinez221@example.com,(346)-766-9941,3527 Cedar Blvd,Detroit,OH,12356
CUST1454,Michael,Williams,1994-11-22,F,michael.williams822@example.com,(861)-748-9503,3020 Pine Ave,New York,NC,18946
CUST1488,John,Garcia,2001-07-01,M,john.garcia452@example.com,(531)-924-1158,1056 Maple Rd,Chicago,FL,35963
CUST1249,Patricia,Davis,1983-08-04,M,patricia.davis707@example.com,(816)-619-6631,9733 Maple Rd,Philadelphia,OH,22201
CUST1148,John,Williams,1974-02-24,F,john.williams736@example.com,(467)-842-1529,3058 Main St,New York,NC,29975
CUST1268,Patricia,Miller,1971-08-27,F,patricia.miller625@example.com,(533)-201-1374,4748 Maple Rd,Detroit,OH,57064
CUST1277,Patricia,Johnson,1950-06-11,F,patricia.johnson244@example.com,(227)-265-5356,5643 Maple Rd,Detroit,FL,22588
CUST1289,Michael,Hernandez,1972-10-09,F,michael.hernandez369@example.com,(791)-804-6897,3532 Main St,Chicago,FL,89530
CUST1190,James,Martinez,1986-06-07,F,james.martinez383@example.com,(320)-306-7052,2834 Cedar Blvd,Chicago,CA,19847
CUST1059,Linda,Garcia,1941-09-11,M,linda.garcia981@example.com,(533)-841-1968,9608 Maple Rd,Charlotte,CA,49030
CUST1499,John,Garcia,1969-05-12,M,john.garcia158@example.com,(360)-890-2229,9327 Oak St,Miami,IL,45057
CUST1199,Linda,Johnson,1974-03-27,F,linda.johnson896@example.com,(384)-238-6342,7451 Pine Ave,Austin,OH,89141
CUST1463,Patricia,Miller,2002-09-23,F,patricia.miller912@example.com,(507)-535-2969,991 Oak St,Chicago,CA,33196
CUST1336,Jennifer,Jones,1973-11-16,M,jennifer.jones901@example.com,(392)-510-6238,6189 Oak St,Austin,CA,34089
CUST1128,Linda,Davis,1973-04-01,F,linda.davis939@example.com,(544)-200-4124,9619 Cedar Blvd,Atlanta,NC,18125
CUST1161,Mary,Johnson,1986-10-13,F,mary.johnson674@example.com,(784)-360-8848,5308 Cedar Blvd,Atlanta,IL,95150
CUST1154,William,Brown,1983-02-04,F,william.brown593@example.com,(843)-813-5114,3653 Oak St,Atlanta,OH,35426
CUST1452,James,Davis,1962-06-03,F,james.davis554@example.com,(800)-924-4726,7332 Maple Rd,Charlotte,OH,19108
CUST1216,John,Martinez,1988-10-19,M,john.martinez835@example.com,(696)-490-7059,7110 Oak St,Austin,GA,32612
CUST1457,Elizabeth,Davis,1947-11-03,F,elizabeth.davis553@example.com,(828)-420-2177,4860 Maple Rd,Chicago,TX,63551
CUST1422,Robert,Brown,1970-03-06,M,robert.brown442@example.com,(525)-697-7570,9296 Cedar Blvd,Columbus,OH,79967
CUST1317,Robert,Martinez,1964-05-20,M,robert.martinez882@example.com,(523)-988-1140,4982 Oak St,Miami,IL,46378
CUST1413,John,Davis,1985-02-22,F,john.davis769@example.com,(857)-201-7787,2237 Main St,Columbus,NC,39734
CUST1480,Michael,Davis,1982-09-17,F,michael.davis544@example.com,(497)-235-6203,9767 Main St,Detroit,NC,86666
CUST1429,Michael,Garcia,1943-07-24,F,michael.garcia319@example.com,(225)-720-1009,5852 Cedar Blvd,Charlotte,MI,81831
CUST1393,James,Hernandez,1943-08-09,F,james.hernandez149@example.com,(863)-730-4683,7327 Oak St,Atlanta,TX,91571
CUST1232,Elizabeth,Smith,1966-06-07,F,elizabeth.smith680@example.com,(886)-760-1482,3279 Oak St,Sacramento,OH,90532
CUST1080,James,Garcia,1972-01-08,M,james.garcia754@example.com,(618)-654-8327,9838 Oak St,Atlanta,GA,17421
CUST1117,William,Johnson,1988-07-14,M,william.johnson362@example.com,(796)-857-7780,6702 Maple Rd,New York,FL,27625
CUST1376,Jennifer,Hernandez,1958-07-09,F,jennifer.hernandez135@example.com,(943)-940-8843,172 Main St,Philadelphia,GA,82240
CUST1162,Mary,Jones,1946-10-11,M,mary.jones259@example.com,(348)-975-8397,1835 Oak St,New York,PA,55113
CUST1361,John,Garcia,1954-05-16,M,john.garcia271@example.com,(969)-813-4874,9786 Maple Rd,Detroit,PA,54843
CUST1358,Elizabeth,Brown,1980-06-27,M,elizabeth.brown576@example.com,(486)-502-1207,2765 Main St,Columbus,CA,56479
CUST1453,Linda,Brown,1969-06-11,F,linda.brown641@example.com,(436)-478-5443,6870 Cedar Blvd,Miami,MI,72711
CUST1114,James,Martinez,1985-08-21,M,james.martinez183@example.com,(605)-655-5895,5380 Cedar Blvd,Philadelphia,FL,29169
CUST1182,Patricia,Smith,1955-10-31,F,patricia.smith848@example.com,(777)-560-1340,2917 Pine Ave,Atlanta,GA,94416
CUST1356,John,Brown,1967-02-25,M,john.brown765@example.com,(395)-665-5406,8553 Pine Ave,Philadelphia,PA,80971
CUST1093,Robert,Brown,1951-03-31,M,robert.brown660@example.com,(241)-877-9785,5648 Pine Ave,Detroit,NC,73133
CUST1186,Jennifer,Williams,1961-01-23,M,jennifer.williams498@example.com,(604)-874-7721,7102 Oak St,New York,TX,82909
CUST1427,Patricia,Johnson,1984-02-26,F,patricia.johnson636@example.com,(992)-452-5259,8386 Main St,Philadelphia,FL,21138
CUST1121,John,Martinez,1987-09-23,M,john.martinez216@example.com,(681)-591-3964,7237 Maple Rd,Atlanta,FL,50108
CUST1344,Patricia,Johnson,1993-03-03,F,patricia.johnson546@example.com,(589)-871-2884,4449 Oak St,Columbus,NY,81966
CUST1262,John,Jones,1967-10-11,F,john.jones444@example.com,(841)-581-4850,789 Cedar Blvd,Detroit,GA,47846
CUST1500,John,Martinez,1954-12-01,F,john.martinez289@example.com,(693)-462-9591,7007 Main St,Miami,FL,64823
CUST1464,James,Jones,1943-10-14,F,james.jones919@example.com,(420)-619-5517,3402 Oak St,Chicago,FL,67022
CUST1342,John,Miller,1944-03-29,M,john.miller840@example.com,(797)-844-5481,7998 Cedar Blvd,Philadelphia,PA,83294
CUST1229,Robert,Hernandez,1961-11-19,F,robert.hernandez522@example.com,(264)-212-7356,8533 Cedar Blvd,Chicago,IL,57076
CUST1372,Patricia,Smith,1970-10-04,M,patricia.smith799@example.com,(594)-902-7036,2455 Cedar Blvd,Charlotte,FL,35121
CUST1460,Patricia,Johnson,1998-02-08,M,patricia.johnson844@example.com,(932)-635-4493,6264 Oak St,Sacramento,GA,40911
CUST1132,James,Davis,1941-01-27,M,james.davis228@example.com,(329)-771-4631,6272 Main St,Charlotte,TX,30281
CUST1177,Linda,Jones,1964-05-20,M,linda.jones901@example.com,(975)-925-3247,7188 Main St,Columbus,MI,66492
CUST1280,John,Jones,1959-05-24,M,john.jones186@example.com,(300)-207-5940,3371 Main St,Columbus,CA,17788
CUST1400,John,Davis,1947-06-04,M,john.davis744@example.com,(347)-476-1365,9966 Maple Rd,New York,OH,74027
CUST1484,John,Hernandez,1964-07-17,F,john.hernandez451@example.com,(719)-519-7511,7604 Main St,Atlanta,TX,87360
CUST1260,Patricia,Brown,1966-12-02,M,patricia.brown316@example.com,(577)-318-5285,7010 Oak St,Charlotte,IL,95667
CUST1475,Linda,Johnson,1942-02-19,M,linda.johnson259@example.com,(550)-487-9714,621 Main St,Detroit,TX,36806
CUST1240,William,Martinez,1952-07-19,M,william.martinez945@example.com,(323)-825-3461,785 Main St,Detroit,IL,87794
CUST1047,Elizabeth,Miller,1984-12-17,M,elizabeth.miller879@example.com,(432)-729-3196,7265 Cedar Blvd,Detroit,MI,65533
CUST1371,Michael,Miller,1979-11-23,F,michael.miller302@example.com,(455)-797-9853,4430 Main St,Philadelphia,TX,23057
CUST1214,Robert,Brown,1983-08-04,M,robert.brown562@example.com,(606)-287-9652,3854 Cedar Blvd,Sacramento,MI,18706
CUST1203,Jennifer,Williams,1984-12-01,M,jennifer.williams129@example.com,(307)-566-8295,3400 Oak St,Charlotte,MI,32656
CUST1368,Robert,Williams,1986-01-31,F,robert.williams203@example.com,(682)-423-9033,2620 Oak St,Chicago,OH,89578
CUST1346,Mary,Martinez,1945-11-29,M,mary.martinez492@example.com,(699)-797-3649,8605 Maple Rd,Sacramento,GA,29873
CUST1266,Robert,Martinez,1982-02-08,M,robert.martinez854@example.com,(934)-269-8378,1224 Oak St,Miami,FL,28313
